id,cliente,valor,status,lat,lng,risco_score
2162,Cliente 2162,35887.46,Aprovada,-21.5366,-44.2462,20
2163,Cliente 2163,33901.59,Reprovada,-20.5924,-39.8441,19
2164,Cliente 2164,9574.04,Aprovada,-26.7612,-44.2773,4
2165,Cliente 2165,46815.71,Aprovada,-14.4356,-40.287,29
2166,Cliente 2166,47760.69,Pendenciada,-26.1844,-52.3071,63
2167,Cliente 2167,1343.51,Pendenciada,-25.0471,-35.646,42
2168,Cliente 2168,40892.78,Aprovada,-13.2132,-43.702,3
2169,Cliente 2169,44798.97,Aprovada,-6.4159,-46.6536,30
2170,Cliente 2170,49393.59,Aprovada,-17.6424,-39.971,40
2171,Cliente 2171,9641.14,Pendenciada,-16.6684,-47.3484,10
2172,Cliente 2172,34291.96,Aprovada,-12.3024,-36.201,58
2173,Cliente 2173,37978.97,Aprovada,-12.653,-59.5133,19
2174,Cliente 2174,9102.45,Aprovada,-10.5557,-51.3284,19
2175,Cliente 2175,13536.1,Fraude,-18.2024,-36.9176,90
2176,Cliente 2176,47566.01,Aprovada,-17.1123,-38.9455,15
2177,Cliente 2177,48146.32,Aprovada,-22.1437,-44.1192,51
2178,Cliente 2178,46842.75,Aprovada,-23.9738,-55.5293,48
2179,Cliente 2179,21278.95,Aprovada,-28.8533,-55.3043,5
2180,Cliente 2180,43466.97,Aprovada,-10.48,-36.9914,45
2181,Cliente 2181,1585.59,Aprovada,-25.8935,-42.8022,45
2182,Cliente 2182,20591.54,Aprovada,-6.2794,-36.7871,61
2183,Cliente 2183,33112.89,Aprovada,-5.3667,-57.8006,14
2184,Cliente 2184,3599.24,Aprovada,-12.7179,-37.7948,33
2185,Cliente 2185,35267.3,Aprovada,-15.3066,-58.5825,20
2186,Cliente 2186,2783.95,Pendenciada,-5.5022,-45.8301,67
2187,Cliente 2187,7176.53,Aprovada,-10.0086,-45.8515,3
2188,Cliente 2188,1165.87,Aprovada,-19.739,-43.5128,3
2189,Cliente 2189,28532.37,Aprovada,-22.7802,-42.8655,63
2190,Cliente 2190,19942.9,Aprovada,-25.3069,-42.3942,34
2191,Cliente 2191,13514.08,Reprovada,-26.8303,-54.5346,48
2192,Cliente 2192,48484.48,Reprovada,-23.8273,-48.2272,21
2193,Cliente 2193,48643.22,Aprovada,-18.7573,-57.0081,2
2194,Cliente 2194,27245.01,Aprovada,-19.611,-49.9652,30
2195,Cliente 2195,29799.78,Aprovada,-14.708,-47.0946,50
2196,Cliente 2196,17619.01,Aprovada,-29.7114,-54.2229,23
2197,Cliente 2197,22408.29,Pendenciada,-21.8966,-47.8702,41
2198,Cliente 2198,6987.91,Fraude,-21.8018,-38.8773,89
2199,Cliente 2199,41561.2,Aprovada,-25.4517,-47.9887,46
2200,Cliente 2200,4316.19,Aprovada,-20.0222,-54.97,67
2201,Cliente 2201,9596.7,Aprovada,-10.2686,-36.3325,24
2202,Cliente 2202,36596.52,Reprovada,-17.1125,-40.9412,3
2203,Cliente 2203,9847.9,Aprovada,-25.7843,-42.1845,52
2204,Cliente 2204,9467.84,Aprovada,-5.0924,-58.8068,30
2205,Cliente 2205,9661.57,Aprovada,-10.264,-36.7495,62
2206,Cliente 2206,16821.83,Aprovada,-29.9263,-41.0585,43
2207,Cliente 2207,4075.43,Aprovada,-12.6299,-38.6943,50
2208,Cliente 2208,6423.38,Aprovada,-16.4306,-53.4584,42
2209,Cliente 2209,42514.74,Pendenciada,-27.654,-48.4541,14
2210,Cliente 2210,25788.0,Aprovada,-27.0427,-53.0173,57
2211,Cliente 2211,38155.8,Aprovada,-27.0288,-51.162,20
2212,Cliente 2212,47424.03,Aprovada,-24.9121,-36.5854,40
2213,Cliente 2213,46494.2,Aprovada,-24.1956,-56.74,7
2214,Cliente 2214,44740.83,Aprovada,-12.9646,-38.9924,45
2215,Cliente 2215,11083.12,Aprovada,-20.3509,-56.1509,22
2216,Cliente 2216,13938.74,Fraude,-17.4958,-50.0025,89
2217,Cliente 2217,27214.12,Aprovada,-7.1161,-58.5046,9
2218,Cliente 2218,47354.0,Aprovada,-23.0264,-37.1468,33
2219,Cliente 2219,2822.4,Pendenciada,-23.056,-42.4461,61
2220,Cliente 2220,39355.03,Aprovada,-14.9904,-35.6946,3
2221,Cliente 2221,21843.33,Aprovada,-17.7901,-37.4473,70
2222,Cliente 2222,27416.17,Reprovada,-7.7502,-50.7843,20
2223,Cliente 2223,24021.1,Aprovada,-29.3775,-43.8833,23
2224,Cliente 2224,14600.0,Pendenciada,-22.0576,-59.946,32
2225,Cliente 2225,41034.28,Aprovada,-15.3069,-47.9992,61
2226,Cliente 2226,23349.61,Aprovada,-8.8673,-53.808,9
2227,Cliente 2227,45627.8,Pendenciada,-26.5593,-54.6964,45
2228,Cliente 2228,39443.49,Fraude,-18.2187,-53.1787,95
2229,Cliente 2229,4622.44,Aprovada,-10.6312,-38.9033,11
2230,Cliente 2230,49834.41,Aprovada,-10.6971,-58.3614,70
2231,Cliente 2231,30305.86,Pendenciada,-15.8203,-49.7186,5
2232,Cliente 2232,10766.34,Aprovada,-11.8773,-51.3724,6
2233,Cliente 2233,41817.35,Reprovada,-7.0346,-48.8762,47
2234,Cliente 2234,11786.28,Pendenciada,-11.1678,-56.7509,41
2235,Cliente 2235,17059.09,Aprovada,-25.8587,-47.132,56
2236,Cliente 2236,14479.21,Fraude,-28.7861,-56.7789,96
2237,Cliente 2237,8206.99,Aprovada,-21.5615,-43.7149,26
2238,Cliente 2238,6548.53,Reprovada,-14.9337,-53.7513,25
2239,Cliente 2239,10003.04,Fraude,-26.76,-56.269,98
2240,Cliente 2240,1758.43,Aprovada,-7.8385,-45.6217,18
2241,Cliente 2241,40730.01,Aprovada,-6.319,-58.1349,49
2242,Cliente 2242,45198.21,Aprovada,-15.4204,-39.3438,44
2243,Cliente 2243,2406.58,Aprovada,-12.2705,-44.7009,50
2244,Cliente 2244,17449.66,Aprovada,-14.8545,-44.0168,37
2245,Cliente 2245,27006.16,Aprovada,-29.105,-42.6787,27
2246,Cliente 2246,18212.4,Reprovada,-21.2056,-46.8636,59
2247,Cliente 2247,44096.4,Pendenciada,-11.6585,-55.2843,15
2248,Cliente 2248,15662.94,Aprovada,-7.9453,-52.3271,3
2249,Cliente 2249,45245.41,Aprovada,-13.2299,-36.1723,52
2250,Cliente 2250,10574.97,Pendenciada,-29.1488,-41.8085,63
2251,Cliente 2251,35157.89,Aprovada,-20.4891,-42.5559,41
2252,Cliente 2252,34778.45,Aprovada,-15.64,-53.8883,67
2253,Cliente 2253,39243.47,Aprovada,-19.0395,-57.9397,49
2254,Cliente 2254,40278.23,Aprovada,-22.4034,-56.2684,34
2255,Cliente 2255,22762.25,Pendenciada,-10.3901,-46.3373,11
2256,Cliente 2256,6175.99,Pendenciada,-22.6255,-40.9742,59
2257,Cliente 2257,46086.12,Aprovada,-18.1359,-36.0866,62
2258,Cliente 2258,13469.72,Aprovada,-16.5921,-51.2367,3
2259,Cliente 2259,6345.8,Aprovada,-22.0658,-46.6468,60
2260,Cliente 2260,49660.39,Aprovada,-14.4698,-37.6344,68
2261,Cliente 2261,3397.07,Aprovada,-10.504,-49.0499,9
2262,Cliente 2262,19903.91,Fraude,-9.3647,-49.9925,100
2263,Cliente 2263,6987.93,Pendenciada,-25.0837,-43.4703,21
2264,Cliente 2264,36632.37,Aprovada,-6.6744,-58.971,68
2265,Cliente 2265,11578.4,Aprovada,-13.8393,-51.363,2
2266,Cliente 2266,8233.95,Aprovada,-8.8957,-57.1979,69
2267,Cliente 2267,34265.15,Fraude,-17.746,-44.2683,92
2268,Cliente 2268,18896.19,Aprovada,-12.9172,-53.1038,13
2269,Cliente 2269,43125.83,Aprovada,-25.0037,-42.6005,8
2270,Cliente 2270,4485.75,Reprovada,-22.0679,-48.235,8
2271,Cliente 2271,23209.61,Pendenciada,-12.7219,-36.9371,63
2272,Cliente 2272,14212.13,Aprovada,-29.5152,-45.9041,57
2273,Cliente 2273,48263.55,Aprovada,-16.1448,-54.2685,9
2274,Cliente 2274,10325.63,Reprovada,-12.2477,-39.5211,62
2275,Cliente 2275,22439.16,Aprovada,-8.4878,-43.3857,35
2276,Cliente 2276,22725.6,Aprovada,-26.625,-36.9995,42
2277,Cliente 2277,11276.09,Aprovada,-28.0164,-49.5926,47
2278,Cliente 2278,21459.76,Aprovada,-22.7458,-35.4536,14
2279,Cliente 2279,44818.14,Aprovada,-29.5848,-40.2105,64
2280,Cliente 2280,35804.89,Aprovada,-15.7686,-55.236,69
2281,Cliente 2281,29345.93,Aprovada,-10.0163,-44.2454,41
2282,Cliente 2282,46562.3,Aprovada,-23.9289,-52.8466,62
2283,Cliente 2283,21126.77,Aprovada,-19.6767,-51.7473,63
2284,Cliente 2284,27362.51,Aprovada,-27.2271,-35.1927,56
2285,Cliente 2285,6457.82,Pendenciada,-21.3847,-37.3999,56
2286,Cliente 2286,49076.93,Aprovada,-22.918,-36.2053,43
2287,Cliente 2287,30843.7,Aprovada,-6.711,-45.2123,48
2288,Cliente 2288,20744.18,Aprovada,-26.1429,-41.2688,31
2289,Cliente 2289,8958.96,Pendenciada,-9.5672,-39.3711,42
2290,Cliente 2290,14223.15,Aprovada,-22.9864,-58.9294,65
2291,Cliente 2291,16785.95,Pendenciada,-13.2548,-59.4056,5
2292,Cliente 2292,20642.66,Aprovada,-22.1939,-35.5629,35
2293,Cliente 2293,48357.17,Aprovada,-19.4596,-52.0469,5
2294,Cliente 2294,28854.76,Aprovada,-28.6313,-43.8256,18
2295,Cliente 2295,12729.05,Reprovada,-12.8377,-39.2857,14
2296,Cliente 2296,16724.31,Aprovada,-7.0885,-39.5957,24
2297,Cliente 2297,35892.02,Fraude,-28.3838,-52.2146,99
2298,Cliente 2298,42218.64,Pendenciada,-15.227,-53.5249,70
2299,Cliente 2299,17261.05,Aprovada,-17.0539,-44.8505,58
2300,Cliente 2300,28613.57,Aprovada,-6.7461,-55.7758,65
2301,Cliente 2301,37099.16,Pendenciada,-16.5508,-46.7409,39
2302,Cliente 2302,17315.93,Aprovada,-5.5689,-52.6177,70
2303,Cliente 2303,5709.9,Aprovada,-18.6625,-41.1589,6
2304,Cliente 2304,38633.38,Aprovada,-15.6656,-48.0994,60
2305,Cliente 2305,37692.16,Aprovada,-16.8131,-50.3553,60
2306,Cliente 2306,9188.67,Aprovada,-13.0057,-40.8718,65
2307,Cliente 2307,33410.14,Aprovada,-7.2394,-52.3712,7
2308,Cliente 2308,33802.97,Reprovada,-12.5,-45.6925,10
2309,Cliente 2309,6731.41,Aprovada,-25.8804,-54.8343,40
2310,Cliente 2310,16077.81,Pendenciada,-5.8027,-54.9838,48
2311,Cliente 2311,2450.87,Aprovada,-23.3431,-48.5448,41
2312,Cliente 2312,38505.08,Pendenciada,-23.0859,-50.7322,51
2313,Cliente 2313,34066.67,Aprovada,-27.3723,-39.3473,33
2314,Cliente 2314,7523.56,Aprovada,-10.3389,-38.2258,51
2315,Cliente 2315,41133.17,Aprovada,-25.0812,-47.8046,0
2316,Cliente 2316,40572.87,Pendenciada,-25.6076,-44.6535,66
2317,Cliente 2317,25350.58,Aprovada,-12.0186,-57.6233,70
2318,Cliente 2318,12703.53,Aprovada,-10.1817,-46.2607,46
2319,Cliente 2319,21067.05,Aprovada,-11.0689,-38.1601,14
2320,Cliente 2320,40565.39,Aprovada,-5.8687,-59.1371,2
2321,Cliente 2321,16181.65,Aprovada,-22.0646,-55.4445,27
2322,Cliente 2322,45383.88,Aprovada,-11.4278,-52.9609,35
2323,Cliente 2323,25478.54,Aprovada,-5.5027,-44.5343,46
2324,Cliente 2324,13632.59,Fraude,-5.5916,-35.3144,87
2325,Cliente 2325,14689.88,Reprovada,-18.8081,-57.0039,53
2326,Cliente 2326,26366.09,Aprovada,-23.9559,-55.4907,18
2327,Cliente 2327,44413.39,Reprovada,-15.1313,-53.5261,48
2328,Cliente 2328,49731.41,Aprovada,-18.0559,-57.9548,9
2329,Cliente 2329,43530.51,Pendenciada,-25.8513,-58.3234,67
2330,Cliente 2330,7810.31,Aprovada,-15.9239,-47.6524,49
2331,Cliente 2331,37504.97,Aprovada,-12.7322,-58.2632,49
2332,Cliente 2332,1318.96,Aprovada,-23.8137,-42.8558,66
2333,Cliente 2333,1293.36,Aprovada,-28.4555,-36.9709,8
2334,Cliente 2334,35467.77,Aprovada,-10.5837,-55.1477,47
2335,Cliente 2335,1422.5,Aprovada,-21.0999,-42.2956,68
2336,Cliente 2336,3171.49,Aprovada,-13.0647,-50.6415,52
2337,Cliente 2337,29571.68,Reprovada,-26.9985,-41.2529,9
2338,Cliente 2338,27337.02,Aprovada,-23.4427,-52.3444,5
2339,Cliente 2339,49663.93,Aprovada,-28.2058,-50.8011,21
2340,Cliente 2340,27809.86,Aprovada,-10.9602,-43.3282,20
2341,Cliente 2341,20649.67,Aprovada,-13.4035,-41.9778,36
2342,Cliente 2342,39041.73,Aprovada,-20.2646,-42.6793,8
2343,Cliente 2343,47385.65,Aprovada,-10.7899,-43.0338,32
2344,Cliente 2344,30409.89,Aprovada,-14.3512,-51.665,2
2345,Cliente 2345,37509.9,Aprovada,-19.5581,-37.7248,56
2346,Cliente 2346,42491.5,Aprovada,-28.8163,-46.576,64
2347,Cliente 2347,31566.58,Aprovada,-7.256,-58.8407,7
2348,Cliente 2348,17464.96,Pendenciada,-16.1455,-49.9122,36
2349,Cliente 2349,39196.7,Fraude,-9.033,-40.7915,90
2350,Cliente 2350,3593.37,Aprovada,-23.3841,-44.1258,54
2351,Cliente 2351,26084.9,Aprovada,-13.0688,-45.544,38
2352,Cliente 2352,19750.28,Aprovada,-10.2147,-59.476,40
2353,Cliente 2353,13245.27,Aprovada,-6.8812,-50.624,52
2354,Cliente 2354,25713.41,Aprovada,-14.4059,-58.6547,44
2355,Cliente 2355,27542.0,Aprovada,-29.0404,-53.5884,52
2356,Cliente 2356,49769.1,Aprovada,-18.5619,-46.0342,11
2357,Cliente 2357,987.09,Aprovada,-23.5686,-40.8473,65
2358,Cliente 2358,28636.68,Aprovada,-25.9157,-46.663,49
2359,Cliente 2359,26470.76,Fraude,-9.6053,-57.93,93
2360,Cliente 2360,28010.47,Aprovada,-26.1734,-42.4335,31
2361,Cliente 2361,47344.25,Aprovada,-20.022,-51.5074,10
2362,Cliente 2362,24891.66,Aprovada,-21.6838,-50.9945,25
2363,Cliente 2363,19518.6,Pendenciada,-6.9524,-58.9665,58
2364,Cliente 2364,25261.97,Fraude,-17.1644,-53.3105,91
2365,Cliente 2365,13735.97,Aprovada,-25.9456,-42.4937,48
2366,Cliente 2366,31046.94,Aprovada,-25.0289,-49.1952,69
2367,Cliente 2367,29161.75,Aprovada,-27.0667,-40.4751,21
2368,Cliente 2368,14816.01,Pendenciada,-24.7489,-49.9373,18
2369,Cliente 2369,450.04,Aprovada,-7.0869,-38.2154,9
2370,Cliente 2370,23892.67,Aprovada,-28.5585,-43.3399,41
2371,Cliente 2371,34949.98,Aprovada,-18.0405,-43.6728,27
2372,Cliente 2372,49318.95,Aprovada,-7.0183,-53.1418,45
2373,Cliente 2373,2408.57,Aprovada,-7.3815,-53.0705,39
2374,Cliente 2374,32711.72,Reprovada,-16.5757,-45.8782,69
2375,Cliente 2375,24362.92,Aprovada,-10.7547,-55.7108,46
2376,Cliente 2376,1025.81,Aprovada,-5.4097,-37.4917,19
2377,Cliente 2377,23147.88,Pendenciada,-14.7855,-53.336,24
2378,Cliente 2378,8814.75,Pendenciada,-24.4916,-35.5633,16
2379,Cliente 2379,39810.23,Aprovada,-10.6149,-46.1218,68
2380,Cliente 2380,17833.74,Reprovada,-8.4062,-58.5914,58
2381,Cliente 2381,43848.42,Pendenciada,-19.3656,-55.9059,26
2382,Cliente 2382,6739.86,Pendenciada,-28.8964,-59.455,13
2383,Cliente 2383,40537.59,Aprovada,-15.8775,-42.5401,51
2384,Cliente 2384,37879.5,Fraude,-12.9771,-44.405,95
2385,Cliente 2385,5367.97,Pendenciada,-10.8462,-57.932,51
2386,Cliente 2386,28876.19,Aprovada,-13.5294,-47.4074,31
2387,Cliente 2387,23322.7,Aprovada,-12.3983,-49.9605,52
2388,Cliente 2388,8989.22,Aprovada,-11.7648,-56.3248,60
2389,Cliente 2389,39762.89,Aprovada,-23.6435,-59.1011,14
2390,Cliente 2390,40137.28,Aprovada,-5.6275,-43.6163,34
2391,Cliente 2391,37384.59,Aprovada,-10.8207,-39.5244,61
2392,Cliente 2392,28423.36,Aprovada,-24.7897,-59.2718,30
2393,Cliente 2393,10508.34,Aprovada,-21.0458,-37.5304,17
2394,Cliente 2394,30736.53,Aprovada,-28.3282,-54.7364,55
2395,Cliente 2395,22303.44,Aprovada,-12.6433,-58.5245,31
2396,Cliente 2396,13597.65,Aprovada,-24.2863,-52.3345,19
2397,Cliente 2397,48175.51,Aprovada,-28.6211,-48.9934,55
2398,Cliente 2398,43611.62,Aprovada,-25.6588,-50.0696,70
2399,Cliente 2399,41016.56,Aprovada,-8.1121,-36.5712,9
2400,Cliente 2400,3494.57,Aprovada,-5.2717,-56.712,7
2401,Cliente 2401,36638.03,Aprovada,-22.6445,-59.6839,13
2402,Cliente 2402,34236.63,Pendenciada,-29.2879,-41.8701,3
2403,Cliente 2403,22367.48,Reprovada,-11.1315,-46.8332,22
2404,Cliente 2404,28911.3,Aprovada,-17.6027,-56.618,36
2405,Cliente 2405,26631.82,Aprovada,-29.6162,-51.6598,12
2406,Cliente 2406,43943.22,Pendenciada,-8.068,-53.3564,27
2407,Cliente 2407,6269.48,Aprovada,-7.5813,-59.1307,26
2408,Cliente 2408,2759.93,Reprovada,-5.6505,-41.6229,2
2409,Cliente 2409,48812.96,Aprovada,-25.6364,-36.6889,53
2410,Cliente 2410,38106.45,Aprovada,-20.2737,-41.272,19
2411,Cliente 2411,23619.52,Aprovada,-21.737,-48.6277,18
2412,Cliente 2412,36981.38,Aprovada,-9.2244,-38.5794,11
2413,Cliente 2413,49062.22,Reprovada,-19.6159,-44.8849,37
2414,Cliente 2414,16297.47,Aprovada,-25.9848,-56.1441,45
2415,Cliente 2415,49432.01,Aprovada,-13.6243,-48.8293,44
2416,Cliente 2416,3491.18,Pendenciada,-11.6964,-40.3283,44
2417,Cliente 2417,28170.16,Aprovada,-24.1681,-52.2047,32
2418,Cliente 2418,40592.72,Aprovada,-21.7278,-57.1066,35
2419,Cliente 2419,3916.57,Aprovada,-6.9353,-48.1009,38
2420,Cliente 2420,40348.15,Reprovada,-13.3606,-48.2735,4
2421,Cliente 2421,16608.58,Aprovada,-25.574,-53.3998,6
2422,Cliente 2422,24423.67,Reprovada,-21.6953,-52.4979,64
2423,Cliente 2423,39670.65,Aprovada,-19.9652,-50.3521,35
2424,Cliente 2424,32368.84,Aprovada,-19.3637,-53.3493,33
2425,Cliente 2425,30306.12,Aprovada,-13.4724,-45.499,27
2426,Cliente 2426,46588.67,Pendenciada,-16.083,-37.9931,16
2427,Cliente 2427,7113.1,Aprovada,-22.7411,-52.1562,17
2428,Cliente 2428,21895.75,Aprovada,-27.2429,-47.9968,12
2429,Cliente 2429,28846.02,Fraude,-5.8106,-56.3203,100
2430,Cliente 2430,6457.08,Aprovada,-24.2168,-41.9314,44
2431,Cliente 2431,16070.05,Aprovada,-23.3258,-55.9663,59
2432,Cliente 2432,47510.34,Aprovada,-17.5462,-48.3937,21
2433,Cliente 2433,24497.93,Pendenciada,-9.354,-41.2709,20
2434,Cliente 2434,15217.22,Aprovada,-16.8036,-37.4204,40
2435,Cliente 2435,20428.59,Aprovada,-24.091,-51.0943,34
2436,Cliente 2436,27662.81,Aprovada,-24.4514,-40.7292,13
2437,Cliente 2437,41793.14,Aprovada,-6.8667,-46.9937,59
2438,Cliente 2438,3104.27,Aprovada,-15.1588,-52.8412,56
2439,Cliente 2439,41327.65,Aprovada,-28.2719,-52.9633,18
2440,Cliente 2440,36783.43,Aprovada,-8.8165,-43.2909,11
2441,Cliente 2441,11278.17,Reprovada,-14.4735,-44.3764,4
2442,Cliente 2442,11339.68,Aprovada,-6.0274,-37.1534,5
2443,Cliente 2443,23571.63,Aprovada,-8.5313,-53.6873,22
2444,Cliente 2444,49784.62,Aprovada,-24.6962,-52.5441,17
2445,Cliente 2445,21031.72,Pendenciada,-9.5715,-47.0562,0
2446,Cliente 2446,21860.41,Aprovada,-19.5552,-39.3284,67
2447,Cliente 2447,13253.69,Aprovada,-27.3001,-39.3002,27
2448,Cliente 2448,19211.28,Aprovada,-5.5205,-41.5701,69
2449,Cliente 2449,47326.32,Aprovada,-7.3414,-41.1361,41
2450,Cliente 2450,33878.7,Reprovada,-23.6953,-39.1291,51
2451,Cliente 2451,46370.63,Reprovada,-7.1299,-51.8931,68
2452,Cliente 2452,12765.42,Reprovada,-18.432,-55.9203,21
2453,Cliente 2453,24031.33,Aprovada,-23.3274,-55.368,13
2454,Cliente 2454,13395.96,Aprovada,-23.9621,-39.8417,55
2455,Cliente 2455,23364.69,Aprovada,-11.1511,-47.1396,1
2456,Cliente 2456,31898.37,Aprovada,-8.9455,-40.3932,37
2457,Cliente 2457,16635.47,Pendenciada,-9.9994,-57.9747,31
2458,Cliente 2458,48755.67,Aprovada,-6.7571,-41.4604,55
2459,Cliente 2459,10101.37,Pendenciada,-13.3868,-39.8495,33
2460,Cliente 2460,21007.38,Aprovada,-5.7422,-51.4985,31
2461,Cliente 2461,24001.43,Pendenciada,-29.0964,-54.7492,69
2462,Cliente 2462,22680.35,Aprovada,-24.8061,-57.3768,69
2463,Cliente 2463,30547.1,Aprovada,-13.5132,-45.1716,26
2464,Cliente 2464,14305.92,Reprovada,-14.4362,-57.4945,1
2465,Cliente 2465,31840.33,Aprovada,-10.1211,-51.5472,52
2466,Cliente 2466,9801.63,Aprovada,-6.5453,-42.2756,41
2467,Cliente 2467,36978.12,Pendenciada,-27.7479,-57.2089,62
2468,Cliente 2468,39959.58,Aprovada,-20.9636,-37.381,29
2469,Cliente 2469,42891.39,Aprovada,-25.4231,-56.4726,1
2470,Cliente 2470,41751.06,Reprovada,-28.7257,-50.8881,61
2471,Cliente 2471,40707.33,Pendenciada,-27.1719,-56.7844,3
2472,Cliente 2472,41673.32,Aprovada,-21.0938,-54.6838,36
2473,Cliente 2473,34464.65,Reprovada,-21.1868,-46.2992,68
2474,Cliente 2474,21669.05,Aprovada,-29.55,-56.468,48
2475,Cliente 2475,26599.58,Aprovada,-10.3275,-36.1939,4
2476,Cliente 2476,3972.83,Aprovada,-11.672,-54.5142,16
2477,Cliente 2477,12879.86,Aprovada,-27.868,-54.9754,49
2478,Cliente 2478,47469.06,Aprovada,-8.6301,-35.2914,40
2479,Cliente 2479,4196.75,Aprovada,-29.4952,-38.5328,50
2480,Cliente 2480,22573.09,Aprovada,-25.2407,-58.1889,40
2481,Cliente 2481,17744.46,Reprovada,-6.5324,-46.6372,30
2482,Cliente 2482,4239.46,Aprovada,-21.3884,-45.9365,29
2483,Cliente 2483,30153.36,Aprovada,-13.9884,-40.408,29
2484,Cliente 2484,2138.98,Aprovada,-17.4294,-44.145,34
2485,Cliente 2485,38340.35,Pendenciada,-21.9577,-50.4169,14
2486,Cliente 2486,12489.25,Aprovada,-10.0773,-47.2473,53
2487,Cliente 2487,38291.36,Aprovada,-25.3324,-50.9803,29
2488,Cliente 2488,40700.95,Aprovada,-29.3902,-49.2892,15
2489,Cliente 2489,12233.19,Aprovada,-19.2402,-54.2599,23
2490,Cliente 2490,19442.56,Aprovada,-9.5615,-54.2556,26
2491,Cliente 2491,30103.79,Aprovada,-6.3471,-41.7604,22
2492,Cliente 2492,46301.45,Fraude,-18.5521,-51.8509,95
2493,Cliente 2493,36637.41,Aprovada,-17.713,-48.9879,50
2494,Cliente 2494,27220.68,Aprovada,-18.6619,-57.5651,44
2495,Cliente 2495,3828.35,Aprovada,-12.9834,-41.9554,31
2496,Cliente 2496,47752.22,Aprovada,-14.722,-39.369,15
2497,Cliente 2497,14631.28,Pendenciada,-7.8186,-42.956,0
2498,Cliente 2498,46755.22,Reprovada,-22.1815,-53.4986,18
2499,Cliente 2499,15303.68,Fraude,-16.2515,-37.8832,86
2500,Cliente 2500,38967.07,Pendenciada,-15.9131,-38.4577,39
2501,Cliente 2501,40818.1,Aprovada,-18.8102,-55.1674,50
2502,Cliente 2502,3297.89,Aprovada,-8.6712,-44.748,30
2503,Cliente 2503,22766.96,Pendenciada,-21.7734,-51.8883,36
2504,Cliente 2504,12430.59,Aprovada,-27.8295,-55.0878,13
2505,Cliente 2505,2558.64,Fraude,-24.1723,-46.6707,95
2506,Cliente 2506,45626.47,Pendenciada,-25.3859,-53.4783,43
2507,Cliente 2507,15947.03,Pendenciada,-26.7956,-55.934,7
2508,Cliente 2508,14109.64,Aprovada,-18.3627,-53.7883,58
2509,Cliente 2509,1413.07,Reprovada,-19.7997,-54.4206,50
2510,Cliente 2510,41507.43,Aprovada,-28.4607,-52.5693,54
2511,Cliente 2511,36976.81,Pendenciada,-29.7197,-51.3227,45
2512,Cliente 2512,43043.27,Aprovada,-14.5521,-48.9465,22
2513,Cliente 2513,48990.48,Aprovada,-18.2766,-50.3003,0
2514,Cliente 2514,21539.94,Aprovada,-11.94,-44.1208,54
2515,Cliente 2515,12974.59,Pendenciada,-12.501,-44.112,38
2516,Cliente 2516,43507.35,Aprovada,-16.2267,-49.4029,49
2517,Cliente 2517,24231.41,Aprovada,-24.2177,-57.5247,49
2518,Cliente 2518,41248.03,Aprovada,-14.9727,-40.9232,68
2519,Cliente 2519,42913.98,Aprovada,-18.6095,-52.0053,17
2520,Cliente 2520,16660.48,Aprovada,-27.6906,-37.1004,61
2521,Cliente 2521,49173.89,Aprovada,-16.1613,-53.9798,21
2522,Cliente 2522,38956.28,Pendenciada,-23.0676,-54.6217,35
2523,Cliente 2523,47564.66,Aprovada,-13.4624,-41.4936,67
2524,Cliente 2524,25942.64,Reprovada,-25.8057,-54.8137,53
2525,Cliente 2525,29802.18,Reprovada,-18.2173,-50.435,63
2526,Cliente 2526,2905.18,Fraude,-16.8101,-50.3102,94
2527,Cliente 2527,40244.31,Aprovada,-27.7091,-56.5374,21
2528,Cliente 2528,7272.99,Aprovada,-9.3565,-39.7848,64
2529,Cliente 2529,19067.87,Pendenciada,-19.0426,-40.0796,6
2530,Cliente 2530,12030.76,Reprovada,-8.3841,-42.0905,11
2531,Cliente 2531,11512.55,Aprovada,-21.576,-47.0972,13
2532,Cliente 2532,30350.92,Aprovada,-26.5687,-48.8266,14
2533,Cliente 2533,27057.41,Aprovada,-10.8887,-51.0833,24
2534,Cliente 2534,15943.22,Aprovada,-16.1001,-58.7996,12
2535,Cliente 2535,37917.85,Fraude,-10.2893,-58.9894,93
2536,Cliente 2536,20839.8,Reprovada,-18.6473,-58.0769,15
2537,Cliente 2537,26675.32,Pendenciada,-14.3468,-45.205,68
2538,Cliente 2538,34903.78,Reprovada,-26.4455,-40.1441,34
2539,Cliente 2539,32642.29,Aprovada,-13.3776,-49.0136,37
2540,Cliente 2540,44057.08,Aprovada,-5.8749,-49.4528,56
2541,Cliente 2541,33821.76,Aprovada,-23.1374,-53.2937,2
2542,Cliente 2542,4714.18,Aprovada,-12.5678,-52.6921,2
2543,Cliente 2543,9189.69,Pendenciada,-25.7927,-47.7764,54
2544,Cliente 2544,47128.77,Aprovada,-5.2695,-42.92,14
2545,Cliente 2545,26946.4,Pendenciada,-19.1392,-49.9449,5
2546,Cliente 2546,5438.17,Aprovada,-16.1488,-36.3535,32
2547,Cliente 2547,9830.87,Aprovada,-24.3649,-44.9054,16
2548,Cliente 2548,16932.36,Reprovada,-18.1952,-58.5783,12
2549,Cliente 2549,8514.34,Pendenciada,-22.7412,-49.7766,23
2550,Cliente 2550,32748.94,Aprovada,-7.547,-57.5559,60
