Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
MAGO-EN010 PGR.png,Maximum Gold,MAGO-EN010,Premium Gold Rare,Ghost Reaper & Winter Cherries,,Monster,DARK,Zombie / Tuner / Effect,3.0,0 / 1800,62015408,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Condition']",,,,,,,,,
IOC-084 SR.png,Invasion of Chaos,IOC-084,Super Rare,Orca Mega-Fortress of Darkness,,Monster,WATER,Sea Serpent / Effect,5.0,2100 / 1200,63120904,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition']",,,,,,,,,
CDIP-EN030 C.png,Cyberdark Impact,CDIP-EN030,Common,Man Beast of Ares,,Monster,EARTH,Beast-Warrior / Effect,3.0,500 / 500,71395725,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
SECE-EN063 ScR.png,Secrets of Eternity,SECE-EN063,Secret Rare,Pot of Riches,,Spell,,,,,96598015,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition', 'Condition']",,Normal,,,,,,,
GFP2-EN175 GR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN175,Ghost Rare,Blue-Eyes White Dragon,,Monster,LIGHT,Dragon / Normal,8.0,3000 / 2500,89631139,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,Ｂ（ブルーアイズ）・Ｗ（ホワイト）・Ｄ（ドラゴン）Burūaizu Howaito Doragon,
INOV-EN039 ScR.png,Invasion: Vengeance,INOV-EN039,Secret Rare,Fullmetalfoes Alkahest,,Monster,FIRE,Psychic / Fusion / Effect,1.0,0 / 0,77693536,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Quick', 'Continuous', 'Continuous']",,,,,,,,,
ANPR-EN081 R.png,Ancient Prophecy,ANPR-EN081,Rare,XX-Saber Fulhelmknight,,Monster,EARTH,Warrior / Tuner / Effect,3.0,1300 / 1000,78422252,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Trigger']",,,,,,,,,
TSHD-EN029 C.png,The Shining Darkness,TSHD-EN029,Common,Memory Crush King,,Monster,DARK,Fiend / Effect,5.0,2000 / 0,75675029,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
FLOD-EN042 C.png,Flames of Destruction,FLOD-EN042,Common,Altergeist Kidolga,,Monster,DARK,Spellcaster / Link / Effect,,,76685519,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,"Middle-Left,  Bottom-Center",1000 / 2,,
SOVR-EN072 C.png,Stardust Overdrive,SOVR-EN072,Common,Limit Impulse,,Trap,,,,,82324105,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Cost', 'Effect', 'Lingering']",,Normal,,,,,,,
RIRA-EN088 UR.png,Rising Rampage,RIRA-EN088,Ultra Rare,"Morpheus, the Dream Mirror Black Knight",,Monster,DARK,Warrior / Effect,8.0,2800 / 1000,38267552,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Quick', 'Condition']",,,,,,,,,
CYHO-EN000 C.png,Cybernetic Horizon,CYHO-EN000,Common,Contact Gate,,Spell,,,,,41933425,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Trigger-like', 'Condition']",,Normal,,,,,,,
DIFO-EN009 C.png,Dimension Force,DIFO-EN009,Common,Scareclaw Astra,,Monster,EARTH,Beast / Effect,3.0,0 / 1300,83488497,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Continuous']",,,,,,,,,
REDU-EN059 SR.png,Return of the Duelist,REDU-EN059,Super Rare,Spellbook of Life,,Spell,,,,,52628687,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Continuous-like', 'Condition']",,Equip,,,,,,,
PHRA-EN042 C.png,Phantom Rage,PHRA-EN042,Common,Virtual World Shell - Jaja,,Monster,EARTH,Wyrm / Xyz / Effect,,1000 / 2400,90664857,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger']",,,,,3.0,,,,
PTDN-EN090 UR.png,Phantom Darkness,PTDN-EN090,Ultra Rare,Vampire's Curse,,Monster,DARK,Zombie / Effect,6.0,2000 / 800,34294855,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
IGAS-EN047 R.png,Ignition Assault,IGAS-EN047,Rare,Cross-Sheep,,Monster,EARTH,Beast / Link / Effect,,,50277355,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,"Bottom-Left,  Bottom-Right",700 / 2,,
DOCS-EN024 SR.png,Dimension of Chaos,DOCS-EN024,Super Rare,"Vector Pendulum, the Dracoverlord",,Monster,DARK,Dragon / Pendulum,4.0,1850 / 0,69512157,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Continuous-like']",,,,3.0,,,,,
MRD-080 SP.png,Metal Raiders,MRD-080,Short Print,Dream Clown,,Monster,EARTH,Warrior / Effect,3.0,1200 / 900,13215230,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
LTGY-EN046 R.png,Lord of the Tachyon Galaxy,LTGY-EN046,Rare,Fairy Cheer Girl,,Monster,LIGHT,Fairy / Xyz / Effect,,1900 / 1500,51960178,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,4.0,,,,
DOCS-EN070 C.png,Dimension of Chaos,DOCS-EN070,Common,Super Soldier Rebirth,,Trap,,,,,73694478,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like', 'Condition']",,Normal,,,,,,,
FET-EN029 C.png,Flaming Eternity,FET-EN029,Common,The Earth - Hex-Sealed Fusion,,Monster,EARTH,Rock / Effect,3.0,1000 / 1600,88696724,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Ignition']",,,,,,,,,
GFP2-EN069 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN069,Ultra Rare,Ghostrick Mummy,,Monster,DARK,Zombie / Effect,3.0,1500 / 0,97584500,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Continuous', 'Continuous']",,,,,,,,,
ANPR-EN085 ScR.png,Ancient Prophecy,ANPR-EN085,Secret Rare,Card Guard,,Monster,DARK,Fiend / Effect,4.0,1600 / 500,04694209,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Ignition']",,,,,,,,,
REDU-EN027 R.png,Return of the Duelist,REDU-EN027,Rare,Geargiano Mk-II,,Monster,EARTH,Machine / Effect,3.0,1000 / 500,01045143,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
ABPF-EN000 SR.png,Absolute Powerforce,ABPF-EN000,Super Rare,Gravekeeper's Priestess,,Monster,DARK,Spellcaster / Effect,3.0,1000 / 1500,03381441,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Continuous', 'Continuous']",,,,,,,,,
MRD-061 SP.png,Metal Raiders,MRD-061,Short Print,Baby Dragon,,Monster,WIND,Dragon / Normal,3.0,1200 / 700,88819587,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
GAOV-EN028 C.png,Galactic Overlord,GAOV-EN028,Common,Inzektor Firefly,,Monster,DARK,Insect / Effect,1.0,100 / 100,66066482,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Continuous']",,,,,,,,,
ORCS-EN049 C.png,Order of Chaos,ORCS-EN049,Common,Double Defender,,Spell,,,,,44883600,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Continuous,,,,,,,
TDGS-EN006 C.png,The Duelist Genesis,TDGS-EN006,Common,Small Piece Golem,,Monster,EARTH,Rock / Effect,3.0,1100 / 0,22754505,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
SHSP-EN065 ScR.png,Shadow Specters,SHSP-EN065,Secret Rare,Pot of Dichotomy,,Spell,,,,,98672567,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Normal,,,,,,,
CROS-EN039 R.png,Crossed Souls,CROS-EN039,Rare,Schuberta the Melodious Maestra,,Monster,LIGHT,Fairy / Fusion / Effect,6.0,2400 / 2000,57594700,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Condition']",,,,,,,,,
LVAL-EN000 SR.png,Legacy of the Valiant,LVAL-EN000,Super Rare,Sylvan Bladefender,,Monster,EARTH,Plant / Effect,4.0,1900 / 700,11682713,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
PTDN-EN079 C.png,Phantom Darkness,PTDN-EN079,Common,Transmigration Break,,Trap,,,,,66100045,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
PHSW-EN056 SR.png,Photon Shockwave,PHSW-EN056,Super Rare,Extra Gate,,Spell,,,,,07405310,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
ANPR-EN023 C.png,Ancient Prophecy,ANPR-EN023,Common,Scary Moth,,Monster,WIND,Insect / Effect,6.0,1800 / 2300,68087897,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
DOCS-EN053 C.png,Dimension of Chaos,DOCS-EN053,Common,Shuffle Reborn,,Spell,,,,,14816688,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Ignition-like', 'Condition']",,Normal,,,,,,,
PHRA-EN070 C.png,Phantom Rage,PHRA-EN070,Common,Tri-Brigade Revolt,,Trap,,,,,40975243,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
BLVO-EN066 C.png,Blazing Vortex,BLVO-EN066,Common,Tilted Try,,Spell,,,,,20216608,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Trigger-like']",,Field,,,,,,,
STON-EN010 C.png,Strike of Neos,STON-EN010,Common,The Six Samurai - Nisashi,,Monster,WIND,Warrior / Effect,4.0,1400 / 700,31904181,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,,,,,
AST-008 R.png,Ancient Sanctuary,AST-008,Rare,The Agent of Creation - Venus,,Monster,LIGHT,Fairy / Effect,3.0,1600 / 0,64734921,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
FLOD-EN009 C.png,Flames of Destruction,FLOD-EN009,Common,Gouki Octostretch,,Monster,EARTH,Warrior / Effect,1.0,0 / 0,85008676,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Quick', 'Trigger', 'Condition']",,,,,,,,,
STBL-EN081 ScR.png,Starstrike Blast,STBL-EN081,Secret Rare,Skull Meister,,Monster,DARK,Fiend / Effect,4.0,1700 / 400,67750322,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
GAOV-EN076 R.png,Galactic Overlord,GAOV-EN076,Rare,Dimension Slice,,Trap,,,,,73632127,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,Normal,,,,,,,
GLAS-EN018 R.png,Gladiator's Assault,GLAS-EN018,Rare,Gladiator Beast Spartacus,,Monster,EARTH,Dinosaur / Effect,5.0,2200 / 1600,79580323,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Trigger']",,,,,,,,,
CIBR-EN040 SP.png,Circuit Break,CIBR-EN040,Short Print,Nimble Beaver,,Monster,WATER,Beast / Effect,2.0,400 / 100,68353324,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
FET-EN041 R.png,Flaming Eternity,FET-EN041,Rare,Meteor of Destruction,,Spell,,,,,33767325,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
COTD-EN006 R.png,Code of the Duelist,COTD-EN006,Rare,Trickstar Lilybell,,Monster,LIGHT,Fairy / Effect,2.0,800 / 2000,98700941,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Continuous', 'Trigger']",,,,,,,,,
DUEA-EN082 R.png,Duelist Alliance,DUEA-EN082,Rare,"Scarm, Malebranche of the Burning Abyss",,Monster,DARK,Fiend / Effect,3.0,800 / 2000,84764038,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Trigger']",,,,,,,,,
CRV-EN056 R.png,Cybernetic Revolution,CRV-EN056,Rare,Rising Energy,,Trap,,,,,78211862,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Cost', 'Effect']",,Normal,,,,,,,
STBL-EN055 C.png,Starstrike Blast,STBL-EN055,Common,Mirror of the Ice Barrier,,Spell,,,,,10691144,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
NECH-EN092 C.png,The New Challengers,NECH-EN092,Common,Gogogo Goram,,Monster,EARTH,Rock / Effect,4.0,2300 / 0,59911557,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
CORE-EN013 C.png,Clash of Rebellions,CORE-EN013,Common,Raidraptor - Fuzzy Lanius,,Monster,DARK,Winged Beast / Effect,4.0,500 / 1500,05929801,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition', 'Condition']",,,,,,,,,
GAOV-EN043 ScR.png,Galactic Overlord,GAOV-EN043,Secret Rare,Photon Strike Bounzer,,Monster,LIGHT,Warrior / Xyz / Effect,,2700 / 2000,92661479,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,6.0,,,,
TSHD-EN017 C.png,The Shining Darkness,TSHD-EN017,Common,Morphtronic Vacuumen,,Monster,WIND,Machine / Effect,1.0,0 / 0,48868994,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition']",,,,,,,,,
GFP2-EN065 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN065,Ultra Rare,Ghostrick Specter,,Monster,DARK,Fiend / Effect,1.0,600 / 0,81907872,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Trigger']",,,,,,,,,
BODE-EN077 C.png,Burst of Destiny,BODE-EN077,Common,Magikey Locking,,Trap,,,,,40493210,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
STOR-EN073 UR.png,Storm of Ragnarok,STOR-EN073,Ultra Rare,"Gleipnir, the Fetters of Fenrir",,Trap,,,,,14464864,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
LTGY-EN003 C.png,Lord of the Tachyon Galaxy,LTGY-EN003,Common,Mimimic,,Monster,EARTH,Machine / Effect,3.0,300 / 300,45651298,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition']",,,,,,,,,
EOJ-EN058 R.png,Enemy of Justice,EOJ-EN058,Rare,Miraculous Descent,,Trap,,,,,80551130,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Continuous,,,,,,,
TDIL-EN087 R.png,The Dark Illusion,TDIL-EN087,Rare,SPYRAL Quik-Fix,,Monster,EARTH,Machine / Effect,1.0,500 / 400,78080961,"['Limited (OCG)', 'Limited (TCG)']","['Trigger', 'Ignition']",,,,,,,,,
EXVC-EN098 SR.png,Extreme Victory,EXVC-EN098,Super Rare,Naturia Eggplant,,Monster,EARTH,Plant / Effect,2.0,1000 / 700,37349495,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
POTD-EN030 C.png,Power of the Duelist,POTD-EN030,Common,Flying Saucer Muusik'i,,Monster,LIGHT,Machine / Effect,5.0,1000 / 2000,97697678,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
DIFO-EN017 C.png,Dimension Force,DIFO-EN017,Common,Predaplant Byblisp,,Monster,DARK,Plant / Effect,1.0,0 / 1900,44932065,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
EXFO-EN076 SR.png,Extreme Force,EXFO-EN076,Super Rare,There Can Be Only One,,Trap,,,,,24207889,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
PSV-080 C.png,Pharaoh's Servant,PSV-080,Common,Bite Shoes,,Monster,DARK,Fiend / Effect,2.0,500 / 300,50122883,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
PGD-025 UR.png,Pharaonic Guardian,PGD-025,Ultra Rare,Guardian Sphinx,,Monster,EARTH,Rock / Effect,5.0,1700 / 2400,40659562,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger']",,,,,,,,,
MAGO-EN136 R.png,Maximum Gold,MAGO-EN136,Rare,Transcode Talker,,Monster,EARTH,Cyberse / Link / Effect,,,46947713,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Condition', 'Condition']",,,,,,"Bottom-Center,  Middle-Right,  Top-Center",2300 / 3,,
DUEA-EN048 UR.png,Duelist Alliance,DUEA-EN048,Ultra Rare,El Shaddoll Winda,,Monster,DARK,Spellcaster / Fusion / Effect,5.0,2200 / 800,94977269,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Continuous', 'Trigger']",,,,,,,,,
COTD-EN078 R.png,Code of the Duelist,COTD-EN078,Rare,Recall,,Trap,,,,,96404912,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Counter,,,,,,,
GFP2-EN072 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN072,Ultra Rare,Vampire Grace,,Monster,DARK,Zombie / Effect,6.0,2000 / 1200,40607210,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Ignition']",,,,,,,,,
SOVR-EN033 C.png,Stardust Overdrive,SOVR-EN033,Common,Energy Bravery,,Monster,LIGHT,Warrior / Effect,4.0,1700 / 1200,72631243,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
LIOV-EN049 SR.png,Lightning Overdrive,LIOV-EN049,Super Rare,"Lyna the Light Charmer, Lustrous",,Monster,LIGHT,Spellcaster / Link / Effect,,,09839945,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Ignition', 'Trigger', 'Condition']",,,,,,"Bottom-Left,  Bottom-Right",1850 / 2,,
IOC-088 SP.png,Invasion of Chaos,IOC-088,Short Print,Manju of the Ten Thousand Hands,,Monster,LIGHT,Fairy / Effect,4.0,1400 / 1000,95492061,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
LON-063 C.png,Labyrinth of Nightmare,LON-063,Common,Summoner of Illusions,,Monster,LIGHT,Spellcaster / Flip / Effect,3.0,800 / 900,14644902,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
LOB-083 C.png,Legend of Blue Eyes White Dragon,LOB-083,Common,Meda Bat,,Monster,DARK,Fiend,2.0,800 / 400,76211194,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
DCR-028 C.png,Dark Crisis,DCR-028,Common,Thousand Needles,,Monster,EARTH,Beast / Effect,4.0,1000 / 1800,33977496,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
DOCS-EN078 ScR.png,Dimension of Chaos,DOCS-EN078,Secret Rare,Urgent Ritual Art,,Trap,,,,,38844957,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect']",,Normal,,,,,,,
MRL-007 C.png,Spell Ruler,MRL-007,Common,Metal Fish,,Monster,WATER,Machine,5.0,1600 / 1900,55998462,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
RIRA-EN084 C.png,Rising Rampage,RIRA-EN084,Common,Fuhma Wave,,Trap,,,,,02994495,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
TAEV-EN074 C.png,Tactical Evolution,TAEV-EN074,Common,Shield Spear,,Trap,,,,,03244563,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Normal,,,,,,,
TDIL-EN029 R.png,The Dark Illusion,TDIL-EN029,Rare,Triamid Master,,Monster,EARTH,Rock / Effect,4.0,1800 / 700,32912040,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Quick']",,,,,,,,,
SHSP-EN047 R.png,Shadow Specters,SHSP-EN047,Rare,Number 65: Djinn Buster,,Monster,DARK,Fiend / Xyz / Effect,,1300 / 0,03790062,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,2.0,,,,
INOV-EN037 ScR.png,Invasion: Vengeance,INOV-EN037,Secret Rare,"Sauravis, the Ancient and Ascended",,Monster,LIGHT,Dragon / Ritual / Effect,7.0,2600 / 2800,04810828,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Quick', 'Quick']","""Sprite's Blessing""",,,,,,,,
RATE-EN001 SR.png,Raging Tempest,RATE-EN001,Super Rare,Dragoncaller Magician,,Monster,DARK,Spellcaster / Pendulum / Effect,7.0,2400 / 1000,45667991,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like', 'Monster Effect', 'Ignition', 'Unclassified', 'Continuous']",,,,2.0,,,,,
CBLZ-EN012 R.png,Cosmo Blazer,CBLZ-EN012,Rare,Hyper-Ancient Shark Megalodon,,Monster,WATER,Fish / Effect,8.0,2900 / 1300,10532969,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
SECE-EN084 R.png,Secrets of Eternity,SECE-EN084,Rare,"Cagna, Malebranche of the Burning Abyss",,Monster,DARK,Fiend / Effect,3.0,1500 / 300,09342162,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Trigger']",,,,,,,,,
SOFU-EN094 C.png,Soul Fusion,SOFU-EN094,Common,Predaplant Dragostapelia,,Monster,DARK,Plant / Fusion / Effect,8.0,2700 / 1900,69946549,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Continuous']",,,,,,,,,
DAMA-EN056 UR.png,Dawn of Majesty,DAMA-EN056,Ultra Rare,Magikey Maftea,,Spell,,,,,99426088,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
DOCS-EN064 C.png,Dimension of Chaos,DOCS-EN064,Common,Psychic Blade,,Spell,,,,,75539614,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Continuous-like', 'Condition']",,Equip,,,,,,,
BACH-EN007 UR.png,Battle of Chaos,BACH-EN007,Ultra Rare,Icejade Aegirine,,Monster,WATER,Aqua / Effect,3.0,1000 / 2000,39354437,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Quick', 'Condition']",,,,,,,,,
LIOV-EN034 UR.png,Lightning Overdrive,LIOV-EN034,Ultra Rare,Mysterion the Dragon Crown,,Monster,LIGHT,Spellcaster / Fusion / Effect,8.0,3000 / 1500,13735899,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous', 'Trigger', 'Condition']",,,,,,,,,
ORCS-EN081 R.png,Order of Chaos,ORCS-EN081,Rare,Inzektor Hopper,,Monster,DARK,Insect / Effect,4.0,1700 / 1400,52601736,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous-like', 'Ignition-like', 'Condition']",,,,,,,,,
ETCO-EN048 C.png,Eternity Code,ETCO-EN048,Common,Splash Mage,,Monster,WATER,Cyberse / Link / Effect,,,59859086,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,"Top-Right,  Bottom-Right",1100 / 2,,
CSOC-EN038 UR.png,Crossroads of Chaos,CSOC-EN038,Ultra Rare,Turbo Warrior,,Monster,WIND,Warrior / Synchro / Effect,6.0,2500 / 1500,46195773,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous']",,,,,,,,,
RIRA-EN091 C.png,Rising Rampage,RIRA-EN091,Common,Dream Mirror Fantasy,,Trap,,,,,37444964,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Unclassified', 'Condition']",,Normal,,,,,,,
EXVC-EN009 UR.png,Extreme Victory,EXVC-EN009,Ultra Rare,Blackwing - Kogarashi the Wanderer,,Monster,DARK,Winged Beast / Tuner / Effect,6.0,2300 / 1600,49460512,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Unclassified']",,,,,,,,,
BOSH-EN006 C.png,Breakers of Shadow,BOSH-EN006,Common,Performapal Rain Goat,,Monster,WATER,Beast / Effect,1.0,0 / 0,16617334,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Quick']",,,,,,,,,
EXVC-EN001 R.png,Extreme Victory,EXVC-EN001,Rare,Junk Servant,,Monster,EARTH,Warrior / Effect,4.0,1500 / 1000,78922939,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Unclassified'],,,,,,,,,
MACR-EN034 C.png,Maximum Crisis ,MACR-EN034,Common,Baobaboon,,Monster,DARK,Plant / Effect,3.0,1200 / 1000,55705473,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
GLAS-EN087 ScR.png,Gladiator's Assault,GLAS-EN087,Secret Rare,Royal Firestorm Guards,,Monster,FIRE,Pyro / Effect,4.0,1700 / 1200,54040221,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
DANE-EN086 R.png,Dark Neostorm,DANE-EN086,Rare,Valkyrie Funfte,,Monster,LIGHT,Fairy / Effect,2.0,800 / 1200,46701379,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Condition']",,,,,,,,,
IGAS-EN060 C.png,Ignition Assault,IGAS-EN060,Common,Charged-Up Heraldry,,Spell,,,,,84482694,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Condition']",,Normal,,,,,,,
PTDN-EN043 SR.png,Phantom Darkness,PTDN-EN043,Super Rare,Elemental HERO Storm Neos,Elemental Hero Storm Neos,Monster,WIND,Warrior / Fusion / Effect,9.0,3000 / 2500,49352945,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Trigger', 'Trigger']",,,,,,,,,
REDU-EN077 C.png,Return of the Duelist,REDU-EN077,Common,Three of a Kind,,Trap,,,,,47594192,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
CSOC-EN063 SR.png,Crossroads of Chaos,CSOC-EN063,Super Rare,Battle Mania,,Trap,,,,,31245780,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
