id,cliente,valor,status,lat,lng,risco_score,ibge,municipio,uf,estado,occurred_at,regiao
623,Cliente 623,22274.08,Pendenciada,-21.2431,-43.5607,13,315730,Santa Bárbara do Tugúrio,MG,Minas Gerais,2026-06-11T21:36:13,Sudeste
624,Cliente 624,34256.91,Pendenciada,-21.4702,-41.1091,52,330475,São Francisco de Itabapoana,RJ,Rio de Janeiro,2026-06-22T15:43:17,Sudeste
625,Cliente 625,27451.3,Fraude,-27.9926,-52.9784,100,431295,Nova Boa Vista,RS,Rio Grande do Sul,2026-05-03T16:02:12,Sul
626,Cliente 626,48434.16,Pendenciada,-4.45562,-43.8924,3,210330,Codó,MA,Maranhão,2026-02-18T03:21:40,Nordeste
627,Cliente 627,36169.13,Pendenciada,-22.6925,-49.4341,64,351519,Espírito Santo do Turvo,SP,São Paulo,2026-03-05T09:47:30,Sudeste
628,Cliente 628,40134.61,Aprovada,-12.3888,-38.6238,10,293170,Terra Nova,BA,Bahia,2026-07-13T22:36:16,Nordeste
629,Cliente 629,27523.82,Aprovada,-2.63741,-56.729,5,130340,Parintins,AM,Amazonas,2026-05-15T08:50:56,Norte
630,Cliente 630,23265.74,Aprovada,-23.7043,-49.4819,29,352280,Itaporanga,SP,São Paulo,2026-03-30T21:57:53,Sudeste
631,Cliente 631,48294.11,Aprovada,-18.3255,-53.7042,16,500025,Alcinópolis,MS,Mato Grosso do Sul,2026-01-04T16:05:53,Centro-Oeste
632,Cliente 632,24402.81,Aprovada,-29.0474,-50.1465,6,430360,Cambará do Sul,RS,Rio Grande do Sul,2026-02-04T09:47:52,Sul
633,Cliente 633,30974.82,Aprovada,-24.312,-47.0012,61,353760,Peruíbe,SP,São Paulo,2026-05-20T14:59:17,Sudeste
634,Cliente 634,45695.52,Fraude,-18.4869,-49.9888,87,520993,Inaciolândia,GO,Goiás,2026-03-23T05:53:58,Centro-Oeste
635,Cliente 635,8476.21,Pendenciada,-3.95497,-41.2569,15,220987,São João da Fronteira,PI,Piauí,2026-06-24T08:12:23,Nordeste
636,Cliente 636,42219.89,Aprovada,-3.56697,-61.3963,47,130008,Anamã,AM,Amazonas,2026-01-09T01:09:04,Norte
637,Cliente 637,33693.07,Reprovada,-18.9819,-47.461,70,313160,Iraí de Minas,MG,Minas Gerais,2026-03-26T02:23:36,Sudeste
638,Cliente 638,43178.34,Aprovada,-22.3016,-51.5621,41,355390,Tarabai,SP,São Paulo,2026-07-12T09:03:35,Sudeste
639,Cliente 639,20520.82,Pendenciada,-12.7026,-44.0075,37,293090,Tabocas do Brejo Velho,BA,Bahia,2026-07-10T02:10:24,Nordeste
640,Cliente 640,5952.66,Pendenciada,-13.0235,-39.0108,50,292250,Nazaré,BA,Bahia,2026-05-01T18:39:08,Nordeste
641,Cliente 641,7176.41,Aprovada,-21.1002,-42.1878,46,312490,Eugenópolis,MG,Minas Gerais,2026-03-06T05:43:50,Sudeste
642,Cliente 642,9042.0,Aprovada,-17.0723,-40.7245,34,313890,Machacalis,MG,Minas Gerais,2026-04-16T13:09:47,Sudeste
643,Cliente 643,16612.13,Aprovada,-21.0281,-43.4067,46,310210,Alto Rio Doce,MG,Minas Gerais,2026-01-07T01:27:05,Sudeste
644,Cliente 644,9025.34,Aprovada,-11.4429,-41.439,12,290115,América Dourada,BA,Bahia,2026-01-08T08:10:55,Nordeste
645,Cliente 645,1655.68,Aprovada,-15.5302,-40.9124,6,291040,Encruzilhada,BA,Bahia,2026-03-03T18:18:43,Nordeste
646,Cliente 646,6225.9,Pendenciada,-1.81475,-44.8644,37,210370,Cururupu,MA,Maranhão,2026-02-26T13:16:08,Nordeste
647,Cliente 647,23015.39,Aprovada,-7.1713,-35.5686,36,250760,Juarez Távora,PB,Paraíba,2026-04-08T08:22:35,Nordeste
648,Cliente 648,38187.7,Aprovada,-18.6238,-50.0805,10,520915,Gouvelândia,GO,Goiás,2026-03-14T03:58:47,Centro-Oeste
649,Cliente 649,32206.1,Aprovada,-27.9077,-53.1103,38,431349,Novo Barreiro,RS,Rio Grande do Sul,2026-05-07T05:42:45,Sul
650,Cliente 650,23309.01,Aprovada,-22.7102,-43.5518,48,330414,Queimados,RJ,Rio de Janeiro,2026-06-01T08:08:57,Sudeste
651,Cliente 651,49707.67,Aprovada,-12.9289,-49.8231,17,170200,Araguaçu,TO,Tocantins,2026-01-12T14:37:37,Norte
652,Cliente 652,7704.74,Aprovada,-6.59787,-42.2795,38,221097,Tanque do Piauí,PI,Piauí,2026-07-11T06:19:19,Nordeste
653,Cliente 653,21539.32,Aprovada,-10.368,-47.538,7,171195,Lagoa do Tocantins,TO,Tocantins,2026-04-11T06:48:26,Norte
654,Cliente 654,20442.82,Fraude,-23.3697,-50.8459,94,410190,Assaí,PR,Paraná,2026-01-16T03:52:49,Sul
655,Cliente 655,11575.45,Aprovada,-22.5493,-45.9255,5,311850,Consolação,MG,Minas Gerais,2026-02-20T20:15:19,Sudeste
656,Cliente 656,19068.63,Aprovada,-8.15697,-70.7722,41,120060,Tarauacá,AC,Acre,2026-07-12T09:57:58,Norte
657,Cliente 657,437.27,Pendenciada,-7.8313,-40.8957,53,220327,Curral Novo do Piauí,PI,Piauí,2026-02-26T07:40:56,Nordeste
658,Cliente 658,20726.16,Aprovada,-24.7971,-53.3006,70,410630,Corbélia,PR,Paraná,2026-02-21T06:28:47,Sul
659,Cliente 659,45280.85,Aprovada,-3.9784,-38.6183,35,230970,Pacatuba,CE,Ceará,2026-05-11T01:10:29,Nordeste
660,Cliente 660,661.58,Pendenciada,-14.6654,-40.4718,53,292500,Planalto,BA,Bahia,2026-05-25T02:29:56,Nordeste
661,Cliente 661,19095.13,Aprovada,-27.175,-50.8076,10,420555,Frei Rogério,SC,Santa Catarina,2026-03-11T06:50:14,Sul
662,Cliente 662,1744.01,Aprovada,-21.6981,-57.8836,30,500690,Porto Murtinho,MS,Mato Grosso do Sul,2026-05-28T12:34:02,Centro-Oeste
663,Cliente 663,42217.01,Aprovada,-19.7621,-41.608,59,316805,Taparuba,MG,Minas Gerais,2026-07-11T08:40:37,Sudeste
664,Cliente 664,27265.44,Pendenciada,-17.3974,-42.7307,24,317107,Veredinha,MG,Minas Gerais,2026-07-23T13:47:02,Sudeste
665,Cliente 665,5669.24,Aprovada,-12.7208,-39.1824,7,292960,Sapeaçu,BA,Bahia,2026-07-03T03:17:17,Nordeste
666,Cliente 666,25006.69,Aprovada,-23.5201,-50.7835,59,412320,Santa Cecília do Pavão,PR,Paraná,2026-06-12T02:40:45,Sul
667,Cliente 667,22159.43,Aprovada,-22.2445,-43.7129,1,330610,Valença,RJ,Rio de Janeiro,2026-07-21T11:28:48,Sudeste
668,Cliente 668,34139.93,Reprovada,-7.98956,-46.8645,31,170384,Campos Lindos,TO,Tocantins,2026-02-06T22:24:39,Norte
669,Cliente 669,14550.52,Aprovada,-9.12117,-36.3244,54,260470,Correntes,PE,Pernambuco,2026-02-22T19:05:16,Nordeste
670,Cliente 670,39653.43,Aprovada,-10.99,-37.3078,0,280320,Itaporanga d'Ajuda,SE,Sergipe,2026-03-30T23:15:22,Nordeste
671,Cliente 671,2248.16,Aprovada,-29.4193,-51.5134,55,431935,São Pedro da Serra,RS,Rio Grande do Sul,2026-06-30T17:23:09,Sul
672,Cliente 672,4826.72,Aprovada,-4.26248,-38.932,22,230510,Guaramiranga,CE,Ceará,2026-03-16T17:38:37,Nordeste
673,Cliente 673,9916.61,Pendenciada,-16.4947,-49.427,32,520880,Goianira,GO,Goiás,2026-03-13T17:07:39,Centro-Oeste
674,Cliente 674,20354.48,Aprovada,-23.0816,-52.4617,37,411840,Paranavaí,PR,Paraná,2026-05-14T18:18:40,Sul
675,Cliente 675,34677.32,Pendenciada,-6.05023,-43.5333,58,210592,Lagoa do Mato,MA,Maranhão,2026-04-11T02:52:27,Nordeste
676,Cliente 676,13625.24,Reprovada,-21.1544,-42.2125,61,314820,Patrocínio do Muriaé,MG,Minas Gerais,2026-05-16T16:37:34,Sudeste
677,Cliente 677,7706.88,Aprovada,-27.0241,-48.6503,35,420320,Camboriú,SC,Santa Catarina,2026-02-04T12:13:06,Sul
678,Cliente 678,2531.5,Pendenciada,-7.71179,-39.2367,27,260430,Cedro,PE,Pernambuco,2026-02-15T00:16:19,Nordeste
679,Cliente 679,1954.68,Aprovada,-29.4066,-54.8293,15,431303,Nova Esperança do Sul,RS,Rio Grande do Sul,2026-05-04T08:41:36,Sul
680,Cliente 680,9858.9,Pendenciada,-6.09329,-35.1991,30,240820,Nísia Floresta,RN,Rio Grande do Norte,2026-05-02T14:07:55,Nordeste
681,Cliente 681,42108.28,Aprovada,-21.3632,-43.2381,19,316790,Tabuleiro,MG,Minas Gerais,2026-07-10T03:15:03,Sudeste
682,Cliente 682,22398.86,Pendenciada,-5.07148,-37.9802,70,231150,Quixeré,CE,Ceará,2026-06-02T04:40:05,Nordeste
683,Cliente 683,879.57,Aprovada,-22.7374,-47.3331,58,350160,Americana,SP,São Paulo,2026-01-08T09:25:48,Sudeste
684,Cliente 684,44547.89,Fraude,-7.30202,-38.1504,93,250700,Itaporanga,PB,Paraíba,2026-03-30T20:37:32,Nordeste
685,Cliente 685,13171.85,Reprovada,-24.2766,-47.4625,39,352990,Miracatu,SP,São Paulo,2026-04-25T07:45:32,Sudeste
686,Cliente 686,31542.06,Aprovada,-27.4908,-49.4218,62,420740,Imbuia,SC,Santa Catarina,2026-03-23T02:20:26,Sul
687,Cliente 687,20732.24,Aprovada,-21.2801,-47.1643,51,351090,Cássia dos Coqueiros,SP,São Paulo,2026-02-13T10:22:04,Sudeste
688,Cliente 688,46983.45,Aprovada,-7.35337,-35.4305,16,251310,Salgado de São Félix,PB,Paraíba,2026-06-10T06:43:03,Nordeste
689,Cliente 689,30981.76,Pendenciada,-24.5306,-49.9433,40,411940,Piraí do Sul,PR,Paraná,2026-05-23T11:01:41,Sul
690,Cliente 690,146.74,Aprovada,-9.64882,-37.7923,49,280120,Canindé de São Francisco,SE,Sergipe,2026-02-08T09:25:34,Nordeste
691,Cliente 691,6857.85,Reprovada,-12.7105,-46.4076,26,170270,Aurora do Tocantins,TO,Tocantins,2026-01-17T04:15:45,Norte
692,Cliente 692,21274.06,Aprovada,-9.90014,-39.1471,19,290682,Canudos,BA,Bahia,2026-02-08T19:44:17,Nordeste
693,Cliente 693,965.17,Aprovada,-21.1419,-55.8296,58,500580,Nioaque,MS,Mato Grosso do Sul,2026-05-02T11:07:20,Centro-Oeste
694,Cliente 694,29207.43,Pendenciada,-26.0817,-53.0535,39,410840,Francisco Beltrão,PR,Paraná,2026-03-10T15:54:55,Sul
695,Cliente 695,9121.29,Aprovada,-15.5271,-43.07,60,314655,Pai Pedro,MG,Minas Gerais,2026-05-11T09:47:51,Sudeste
696,Cliente 696,20061.46,Aprovada,-27.069,-51.6602,28,420400,Catanduvas,SC,Santa Catarina,2026-02-13T23:23:53,Sul
697,Cliente 697,45356.97,Aprovada,-26.7813,-50.009,36,421567,Santa Terezinha,SC,Santa Catarina,2026-06-16T17:25:25,Sul
698,Cliente 698,13400.79,Reprovada,-22.1927,-55.9517,64,500090,Antônio João,MS,Mato Grosso do Sul,2026-01-10T18:37:16,Centro-Oeste
699,Cliente 699,16235.29,Aprovada,-22.7088,-46.772,60,350190,Amparo,SP,São Paulo,2026-01-08T15:45:24,Sudeste
700,Cliente 700,15972.79,Aprovada,-23.7063,-51.7671,35,410320,Bom Sucesso,PR,Paraná,2026-01-27T03:32:11,Sul
701,Cliente 701,12309.49,Pendenciada,-3.35305,-40.4662,41,231280,Senador Sá,CE,Ceará,2026-07-04T23:58:46,Nordeste
702,Cliente 702,46555.23,Pendenciada,-21.9091,-49.8986,23,351730,Guaimbê,SP,São Paulo,2026-03-15T13:53:48,Sudeste
703,Cliente 703,44914.09,Aprovada,-24.4209,-52.8413,49,411295,Juranda,PR,Paraná,2026-04-09T11:15:19,Sul
704,Cliente 704,16184.11,Aprovada,-19.7593,-42.0756,54,315015,Piedade de Caratinga,MG,Minas Gerais,2026-05-21T08:26:44,Sudeste
705,Cliente 705,38307.62,Pendenciada,-20.7366,-48.9106,57,353390,Olímpia,SP,São Paulo,2026-05-08T23:08:32,Sudeste
706,Cliente 706,14677.54,Pendenciada,-21.9319,-46.7176,6,350040,Águas da Prata,SP,São Paulo,2026-01-03T10:05:57,Sudeste
707,Cliente 707,3140.36,Aprovada,-26.9155,-49.0709,57,420240,Blumenau,SC,Santa Catarina,2026-01-24T11:36:05,Sul
708,Cliente 708,30972.78,Fraude,-1.75989,-55.8579,99,150530,Oriximiná,PA,Pará,2026-05-09T13:37:52,Norte
709,Cliente 709,43433.36,Aprovada,-11.0208,-40.2956,29,290550,Caldeirão Grande,BA,Bahia,2026-02-03T19:09:07,Nordeste
710,Cliente 710,14037.8,Pendenciada,-19.4174,-41.7317,44,310220,Alvarenga,MG,Minas Gerais,2026-01-07T08:37:36,Sudeste
711,Cliente 711,47931.7,Fraude,-12.3529,-40.9048,89,291905,Lajedinho,BA,Bahia,2026-04-12T08:53:04,Nordeste
712,Cliente 712,19332.92,Aprovada,-3.83053,-62.0658,18,130130,Codajás,AM,Amazonas,2026-02-18T02:37:04,Norte
713,Cliente 713,15206.21,Aprovada,-24.0132,-51.4563,67,410685,Cruzmaltina,PR,Paraná,2026-02-25T07:31:10,Sul
714,Cliente 714,2754.9,Aprovada,-1.81475,-44.8644,55,210370,Cururupu,MA,Maranhão,2026-02-26T13:14:37,Nordeste
715,Cliente 715,41887.52,Aprovada,-17.7398,-46.1715,27,313630,João Pinheiro,MG,Minas Gerais,2026-04-07T11:47:10,Sudeste
716,Cliente 716,4338.05,Reprovada,-22.2386,-45.4654,52,314910,Pedralva,MG,Minas Gerais,2026-05-18T13:43:58,Sudeste
717,Cliente 717,45041.38,Aprovada,-16.716,-42.8571,7,312030,Cristália,MG,Minas Gerais,2026-02-24T05:42:22,Sudeste
718,Cliente 718,6319.05,Aprovada,-14.9444,-41.7168,27,292470,Piripá,BA,Bahia,2026-05-24T11:35:14,Nordeste
719,Cliente 719,14798.71,Aprovada,-22.8112,-48.6636,33,354105,Pratânia,SP,São Paulo,2026-05-29T23:16:21,Sudeste
720,Cliente 720,28065.45,Fraude,-18.9772,-49.4639,96,313420,Ituiutaba,MG,Minas Gerais,2026-04-01T18:53:53,Sudeste
721,Cliente 721,44159.88,Pendenciada,-2.59828,-43.4649,61,210500,Humberto de Campos,MA,Maranhão,2026-03-19T00:35:09,Nordeste
722,Cliente 722,35437.96,Pendenciada,-27.0055,-51.7402,25,421917,Vargem Bonita,SC,Santa Catarina,2026-07-21T23:58:32,Sul
723,Cliente 723,41329.25,Reprovada,-6.60034,-39.0609,22,230380,Cedro,CE,Ceará,2026-02-14T23:16:02,Nordeste
724,Cliente 724,27009.06,Aprovada,-6.59673,-35.0531,51,250930,Mataraca,PB,Paraíba,2026-04-22T09:06:57,Nordeste
725,Cliente 725,22299.04,Aprovada,-6.04399,-35.428,26,241480,Vera Cruz,RN,Rio Grande do Norte,2026-07-23T03:59:32,Nordeste
726,Cliente 726,15603.57,Reprovada,-13.3531,-39.8031,36,290950,Cravolândia,BA,Bahia,2026-02-23T20:13:09,Nordeste
727,Cliente 727,43423.18,Fraude,-21.5096,-43.313,88,315010,Piau,MG,Minas Gerais,2026-05-21T03:23:03,Sudeste
728,Cliente 728,37169.25,Aprovada,-26.8747,-52.4036,42,421950,Xanxerê,SC,Santa Catarina,2026-07-26T14:40:44,Sul
729,Cliente 729,37955.63,Fraude,-19.2835,-42.0097,86,316840,Tarumirim,MG,Minas Gerais,2026-07-12T13:16:45,Sudeste
730,Cliente 730,34710.2,Aprovada,-21.5691,-41.9187,31,330090,Cambuci,RJ,Rio de Janeiro,2026-02-04T12:40:13,Sudeste
731,Cliente 731,25242.78,Aprovada,-3.89143,-38.6829,39,230770,Maranguape,CE,Ceará,2026-04-19T16:34:49,Nordeste
732,Cliente 732,30998.57,Aprovada,-19.5076,-44.6779,26,313970,Maravilhas,MG,Minas Gerais,2026-04-20T01:31:33,Sudeste
733,Cliente 733,47241.16,Aprovada,-21.8031,-49.6092,43,350880,Cafelândia,SP,São Paulo,2026-02-02T12:57:06,Sudeste
734,Cliente 734,46234.91,Aprovada,-7.58279,-35.7899,25,250625,Gado Bravo,PB,Paraíba,2026-03-11T16:13:17,Nordeste
735,Cliente 735,32797.44,Pendenciada,-18.3339,-48.2204,56,520120,Anhanguera,GO,Goiás,2026-01-10T02:52:34,Centro-Oeste
736,Cliente 736,49693.78,Aprovada,-18.3539,-47.776,38,522130,Três Ranchos,GO,Goiás,2026-07-16T16:32:56,Centro-Oeste
737,Cliente 737,15700.09,Pendenciada,-7.73597,-41.6735,6,220490,Isaías Coelho,PI,Piauí,2026-03-26T17:25:28,Nordeste
738,Cliente 738,14315.7,Aprovada,-10.0051,-42.4936,5,292440,Pilão Arcado,BA,Bahia,2026-05-21T13:13:12,Nordeste
739,Cliente 739,25566.82,Aprovada,-9.83325,-39.4794,67,293200,Uauá,BA,Bahia,2026-07-18T16:13:40,Nordeste
740,Cliente 740,49690.41,Reprovada,-27.1341,-52.7887,58,420665,Guatambú,SC,Santa Catarina,2026-03-17T17:04:29,Sul
741,Cliente 741,13376.06,Aprovada,-8.13436,-41.1431,58,220780,Paulistana,PI,Piauí,2026-05-17T08:32:53,Nordeste
742,Cliente 742,24727.5,Aprovada,-12.3513,-38.3791,50,290750,Catu,BA,Bahia,2026-02-14T07:24:58,Nordeste
743,Cliente 743,35423.25,Aprovada,-7.74312,-37.631,16,260010,Afogados da Ingazeira,PE,Pernambuco,2026-01-02T08:05:37,Nordeste
744,Cliente 744,28431.65,Reprovada,-29.9413,-50.9869,4,430920,Gravataí,RS,Rio Grande do Sul,2026-03-15T03:50:37,Sul
745,Cliente 745,47185.12,Aprovada,-12.1474,-57.9833,7,510190,Brasnorte,MT,Mato Grosso,2026-01-29T03:19:08,Centro-Oeste
746,Cliente 746,23757.03,Pendenciada,-29.4386,-51.5077,42,431650,Salvador do Sul,RS,Rio Grande do Sul,2026-06-11T02:08:40,Sul
747,Cliente 747,32337.63,Aprovada,-4.44485,-45.2398,5,210810,Paulo Ramos,MA,Maranhão,2026-05-17T16:42:41,Nordeste
748,Cliente 748,35314.68,Aprovada,-16.7405,-48.5159,53,522200,Vianópolis,GO,Goiás,2026-07-23T22:56:13,Centro-Oeste
749,Cliente 749,16848.09,Aprovada,-28.3849,-51.8482,67,430630,David Canabarro,RS,Rio Grande do Sul,2026-02-26T23:09:43,Sul
750,Cliente 750,19606.39,Aprovada,-12.7026,-44.0075,35,293090,Tabocas do Brejo Velho,BA,Bahia,2026-07-10T01:34:27,Nordeste
751,Cliente 751,33635.46,Aprovada,-28.6338,-49.5055,22,421160,Nova Veneza,SC,Santa Catarina,2026-05-06T21:39:43,Sul
752,Cliente 752,43736.41,Aprovada,-24.8585,-54.336,18,412350,Santa Helena,PR,Paraná,2026-06-13T12:34:25,Sul
753,Cliente 753,3415.04,Aprovada,-29.5397,-53.859,56,431912,São Martinho da Serra,RS,Rio Grande do Sul,2026-06-29T09:13:51,Sul
754,Cliente 754,15886.34,Aprovada,-21.3016,-52.8333,21,500755,Santa Rita do Pardo,MS,Mato Grosso do Sul,2026-06-15T20:20:06,Centro-Oeste
755,Cliente 755,10680.32,Fraude,-18.8154,-42.7015,94,317180,Virginópolis,MG,Minas Gerais,2026-07-25T05:22:19,Sudeste
756,Cliente 756,19435.74,Aprovada,-27.0545,-52.069,44,420985,Lindóia do Sul,SC,Santa Catarina,2026-04-14T09:38:13,Sul
757,Cliente 757,22765.64,Pendenciada,-4.74626,-44.9432,16,210890,Poção de Pedras,MA,Maranhão,2026-05-25T11:31:08,Nordeste
758,Cliente 758,11278.99,Aprovada,-8.22244,-39.3825,12,261520,Terra Nova,PE,Pernambuco,2026-07-13T21:45:11,Nordeste
759,Cliente 759,12032.26,Pendenciada,-7.1025,-35.3272,11,250380,Caldas Brandão,PB,Paraíba,2026-02-03T16:31:24,Nordeste
760,Cliente 760,910.1,Aprovada,-5.31415,-48.0314,7,170389,Carrasco Bonito,TO,Tocantins,2026-02-12T18:14:37,Norte
761,Cliente 761,21104.88,Fraude,-6.79667,-42.3903,96,220207,Cajazeiras do Piauí,PI,Piauí,2026-02-03T07:48:36,Nordeste
762,Cliente 762,15657.35,Pendenciada,-27.4999,-54.0994,56,430600,Crissiumal,RS,Rio Grande do Sul,2026-02-23T23:44:38,Sul
763,Cliente 763,2865.38,Aprovada,-26.9452,-50.136,23,421450,Rio do Campo,SC,Santa Catarina,2026-06-06T10:42:52,Sul
764,Cliente 764,12886.51,Pendenciada,-19.3946,-40.0643,65,320320,Linhares,ES,Espírito Santo,2026-04-14T12:18:12,Sudeste
765,Cliente 765,7868.28,Aprovada,-22.3572,-47.3842,3,350330,Araras,SP,São Paulo,2026-01-13T18:27:03,Sudeste
766,Cliente 766,14543.16,Fraude,-17.0334,-48.2964,90,521530,Orizona,GO,Goiás,2026-05-09T14:57:24,Centro-Oeste
767,Cliente 767,21725.95,Aprovada,-21.6088,-45.5691,65,312360,Elói Mendes,MG,Minas Gerais,2026-03-03T11:03:02,Sudeste
768,Cliente 768,38105.69,Reprovada,-17.5399,-39.74,52,293135,Teixeira de Freitas,BA,Bahia,2026-07-12T21:08:14,Nordeste
769,Cliente 769,23601.41,Aprovada,-28.5258,-52.9928,70,430560,Colorado,RS,Rio Grande do Sul,2026-02-18T22:01:28,Sul
770,Cliente 770,1588.9,Reprovada,-3.52364,-40.3423,52,230800,Massapê,CE,Ceará,2026-04-22T00:54:55,Nordeste
771,Cliente 771,16275.05,Aprovada,-24.3244,-51.3187,32,412217,Rio Branco do Ivaí,PR,Paraná,2026-06-05T20:50:53,Sul
772,Cliente 772,3362.97,Aprovada,-22.793,-48.1336,42,350230,Anhembi,SP,São Paulo,2026-01-10T03:41:01,Sudeste
773,Cliente 773,35399.41,Aprovada,-28.9891,-51.6971,41,430595,Cotiporã,RS,Rio Grande do Sul,2026-02-23T10:02:09,Sul
774,Cliente 774,37535.37,Aprovada,-15.6605,-44.1667,13,312965,Ibiracatu,MG,Minas Gerais,2026-03-20T07:16:06,Sudeste
775,Cliente 775,3999.99,Aprovada,-11.3253,-38.9584,45,290210,Araci,BA,Bahia,2026-01-12T04:05:42,Nordeste
776,Cliente 776,46331.47,Aprovada,-26.9596,-52.5374,60,421970,Xaxim,SC,Santa Catarina,2026-07-26T17:43:08,Sul
777,Cliente 777,28321.8,Aprovada,-20.8862,-49.9025,64,355570,União Paulista,SP,São Paulo,2026-07-20T02:41:15,Sudeste
778,Cliente 778,28297.54,Aprovada,-3.26932,-39.2681,15,231350,Trairi,CE,Ceará,2026-07-15T22:44:15,Nordeste
779,Cliente 779,9973.11,Aprovada,-7.84786,-47.9242,26,171570,Palmeirante,TO,Tocantins,2026-05-12T15:03:58,Norte
780,Cliente 780,22538.26,Aprovada,-27.0977,-48.9107,5,420290,Brusque,SC,Santa Catarina,2026-01-30T08:11:51,Sul
781,Cliente 781,43718.54,Aprovada,-19.1452,-40.6281,50,320465,São Domingos do Norte,ES,Espírito Santo,2026-06-21T19:40:20,Sudeste
782,Cliente 782,20947.54,Aprovada,-27.6327,-51.335,46,420415,Celso Ramos,SC,Santa Catarina,2026-02-15T03:14:17,Sul
783,Cliente 783,4950.15,Aprovada,-16.4856,-52.6924,20,510719,Ribeirãozinho,MT,Mato Grosso,2026-06-05T08:58:39,Centro-Oeste
784,Cliente 784,342.41,Aprovada,-20.4159,-40.67,42,320334,Marechal Floriano,ES,Espírito Santo,2026-04-20T11:30:32,Sudeste
785,Cliente 785,19798.9,Aprovada,-27.9135,-52.2635,34,430755,Estação,RS,Rio Grande do Sul,2026-03-05T12:56:48,Sul
786,Cliente 786,27083.12,Aprovada,-7.1233,-35.4222,14,250640,Gurinhém,PB,Paraíba,2026-03-18T02:01:02,Nordeste
787,Cliente 787,30839.91,Pendenciada,-4.06873,-45.69,59,211000,Santa Luzia,MA,Maranhão,2026-06-14T05:35:01,Nordeste
788,Cliente 788,10544.3,Aprovada,-6.34641,-35.3732,3,241470,Várzea,RN,Rio Grande do Norte,2026-07-22T08:54:44,Nordeste
789,Cliente 789,45719.81,Aprovada,-10.2746,-47.8033,56,171900,Santa Tereza do Tocantins,TO,Tocantins,2026-06-16T15:51:41,Norte
790,Cliente 790,39301.94,Aprovada,-22.2779,-46.3716,38,314600,Ouro Fino,MG,Minas Gerais,2026-05-10T10:37:41,Sudeste
791,Cliente 791,1078.26,Aprovada,-30.384,-56.4483,30,431530,Quaraí,RS,Rio Grande do Sul,2026-05-31T19:01:02,Sul
792,Cliente 792,9265.47,Aprovada,-8.7803,-36.6268,62,260320,Caetés,PE,Pernambuco,2026-02-02T09:09:53,Nordeste
793,Cliente 793,3095.84,Pendenciada,-29.1607,-51.6333,67,431238,Monte Belo do Sul,RS,Rio Grande do Sul,2026-04-27T21:24:15,Sul
794,Cliente 794,17171.16,Aprovada,-4.08815,-39.2417,53,231040,Paramoti,CE,Ceará,2026-05-14T06:51:43,Nordeste
795,Cliente 795,5760.81,Aprovada,-7.85842,-37.9715,68,260560,Flores,PE,Pernambuco,2026-03-08T20:54:57,Nordeste
796,Cliente 796,36020.7,Aprovada,-17.2975,-49.4898,54,521260,Mairipotaba,GO,Goiás,2026-04-17T11:12:58,Centro-Oeste
797,Cliente 797,39608.3,Aprovada,-20.0803,-47.4291,3,354360,Rifaina,SP,São Paulo,2026-06-05T11:17:58,Sudeste
798,Cliente 798,37649.1,Aprovada,-7.73668,-36.0511,20,250053,Alcantil,PB,Paraíba,2026-01-04T14:58:57,Nordeste
799,Cliente 799,49226.59,Pendenciada,-11.1261,-62.3639,54,110170,Urupá,RO,Rondônia,2026-07-20T22:37:29,Norte
800,Cliente 800,6409.41,Aprovada,-6.11087,-37.9548,46,241355,Serrinha dos Pintos,RN,Rio Grande do Norte,2026-07-06T17:01:11,Nordeste
801,Cliente 801,42740.45,Aprovada,-20.9167,-46.9837,32,316470,São Sebastião do Paraíso,MG,Minas Gerais,2026-07-02T01:55:51,Sudeste
802,Cliente 802,2964.1,Aprovada,-3.40202,-44.3508,43,210540,Itapecuru Mirim,MA,Maranhão,2026-03-29T20:57:23,Nordeste
803,Cliente 803,3307.93,Pendenciada,-22.0485,-42.6761,56,330570,Sumidouro,RJ,Rio de Janeiro,2026-07-09T14:54:55,Sudeste
804,Cliente 804,35867.22,Fraude,-26.511,-52.6694,87,420445,Coronel Martins,SC,Santa Catarina,2026-02-22T06:26:47,Sul
805,Cliente 805,4703.95,Aprovada,-10.3482,-39.8391,61,290135,Andorinha,BA,Bahia,2026-01-09T11:55:20,Nordeste
806,Cliente 806,19368.72,Aprovada,-9.44652,-70.4902,10,120043,Santa Rosa do Purus,AC,Acre,2026-06-16T06:36:50,Norte
807,Cliente 807,23364.22,Reprovada,-22.1474,-44.0977,55,315930,Santa Rita de Jacutinga,MG,Minas Gerais,2026-06-15T15:31:39,Sudeste
808,Cliente 808,47008.63,Aprovada,-21.5556,-45.4364,38,317070,Varginha,MG,Minas Gerais,2026-07-22T04:47:42,Sudeste
809,Cliente 809,46108.86,Reprovada,-21.2488,-46.1387,22,310200,Alterosa,MG,Minas Gerais,2026-01-06T02:18:13,Sudeste
810,Cliente 810,8744.51,Aprovada,-27.6579,-54.7649,56,430030,Alecrim,RS,Rio Grande do Sul,2026-01-04T18:53:05,Sul
811,Cliente 811,28841.73,Aprovada,-21.4179,-42.813,65,313260,Itamarati de Minas,MG,Minas Gerais,2026-03-28T21:15:59,Sudeste
812,Cliente 812,34460.16,Aprovada,-21.3271,-46.3635,56,314300,Monte Belo,MG,Minas Gerais,2026-04-27T20:39:30,Sudeste
